#id: 2433434149
#name: M.aeruginosa - Whole organism (Integrated)
#score: 4.04
#description: integrated dataset: weighted average of all M.aeruginosa WHOLE_ORGANISM, Interaction consistency score: 4.04, Coverage: 79
#organ: WHOLE_ORGANISM
#integrated: true
#coverage: 79
#publication_year: 2021
#filename: 449447-WHOLE_ORGANISM-integrated.txt
#
#internal_id	string_external_id	abundance
14504792	449447.MAE_51670	3496
14504562	449447.MAE_49370	3373
14504230	449447.MAE_46070	3202
14499719	449447.MAE_00930	3175
14505062	449447.MAE_54370	3147
14505371	449447.MAE_57460	3047
14504641	449447.MAE_50160	2978
14501138	449447.MAE_15130	2931
14505635	449447.MAE_60090	2917
14502927	449447.MAE_33030	2900
14504633	449447.MAE_50080	2879
14502779	449447.MAE_31550	2856
14505164	449447.MAE_55390	2851
14499967	449447.MAE_03410	2756
14503227	449447.MAE_36040	2673
14504640	449447.MAE_50150	2668
14505841	449447.MAE_62150	2493
14505333	449447.MAE_57080	2446
14500882	449447.MAE_12570	2420
14502923	449447.MAE_32990	2390
14505358	449447.MAE_57330	2354
14503136	449447.MAE_35130	2300
14505356	449447.MAE_57310	2263
14501190	449447.MAE_15650	2164
14500994	449447.MAE_13690	2160
14501463	449447.MAE_18380	2095
14504630	449447.MAE_50050	2079
14504650	449447.MAE_50250	2067
14504382	449447.MAE_47570	2062
14504089	449447.MAE_44660	2015
14501785	449447.MAE_21600	1994
14503132	449447.MAE_35090	1966
14503736	449447.MAE_41130	1962
14503468	449447.MAE_38450	1961
14500309	449447.MAE_06830	1954
14504793	449447.MAE_51680	1917
14499905	449447.MAE_02790	1910
14502926	449447.MAE_33020	1766
14505909	449447.MAE_62840	1742
14503112	449447.MAE_34890	1710
14505719	449447.MAE_60930	1678
14504463	449447.MAE_48380	1653
14502053	449447.MAE_24280	1645
14505512	449447.MAE_58860	1632
14505352	449447.MAE_57270	1627
14502846	449447.MAE_32220	1594
14504417	449447.MAE_47920	1576
14500802	449447.MAE_11770	1503
14505894	449447.MAE_62680	1455
14500681	449447.MAE_10560	1418
14505544	449447.MAE_59180	1416
14500626	449447.MAE_10010	1404
14500286	449447.MAE_06600	1371
14504117	449447.MAE_44940	1348
14505344	449447.MAE_57190	1310
14504642	449447.MAE_50170	1302
14501509	449447.MAE_18840	1301
14501456	449447.MAE_18310	1292
14505808	449447.MAE_61820	1280
14505299	449447.MAE_56740	1265
14504639	449447.MAE_50140	1222
14505590	449447.MAE_59640	1208
14501098	449447.MAE_14730	1205
14505252	449447.MAE_56270	1193
14501122	449447.MAE_14970	1190
14500253	449447.MAE_06270	1174
14502979	449447.MAE_33570	1127
14500308	449447.MAE_06820	1110
14499876	449447.MAE_02500	1103
14504326	449447.MAE_47020	1098
14501587	449447.MAE_19620	1070
14503898	449447.MAE_42750	1056
14501423	449447.MAE_17980	1053
14503739	449447.MAE_41160	1053
14500159	449447.MAE_05330	1039
14504226	449447.MAE_46030	1027
14501624	449447.MAE_19990	1019
14505795	449447.MAE_61690	1015
14504416	449447.MAE_47910	1003
14499720	449447.MAE_00940	996
14504875	449447.MAE_52500	981
14504378	449447.MAE_47530	966
14503529	449447.MAE_39060	960
14503738	449447.MAE_41150	916
14502159	449447.MAE_25340	890
14504060	449447.MAE_44370	875
14505354	449447.MAE_57290	874
14503786	449447.MAE_41630	860
14500756	449447.MAE_11310	848
14504786	449447.MAE_51610	829
14504611	449447.MAE_49860	803
14500256	449447.MAE_06300	779
14500579	449447.MAE_09540	761
14504857	449447.MAE_52320	756
14501231	449447.MAE_16060	755
14503285	449447.MAE_36620	752
14499808	449447.MAE_01820	743
14504796	449447.MAE_51710	743
14504183	449447.MAE_45600	739
14500451	449447.MAE_08250	737
14505657	449447.MAE_60310	737
14504127	449447.MAE_45040	728
14503292	449447.MAE_36690	715
14504014	449447.MAE_43910	711
14505898	449447.MAE_62720	699
14504664	449447.MAE_50390	693
14504637	449447.MAE_50120	686
14504381	449447.MAE_47560	685
14501829	449447.MAE_22040	676
14503714	449447.MAE_40910	674
14504965	449447.MAE_53390	674
14500088	449447.MAE_04620	671
14503286	449447.MAE_36630	664
14501147	449447.MAE_15220	654
14502468	449447.MAE_28420	654
14500589	449447.MAE_09640	653
14500595	449447.MAE_09700	646
14504088	449447.MAE_44650	646
14505343	449447.MAE_57180	643
14505360	449447.MAE_57350	639
14505543	449447.MAE_59170	637
14503224	449447.MAE_36010	633
14504222	449447.MAE_45990	631
14505063	449447.MAE_54380	630
14502016	449447.MAE_23910	627
14500251	449447.MAE_06250	618
14504294	449447.MAE_46700	609
14502377	449447.MAE_27510	603
14502385	449447.MAE_27590	598
14504995	449447.MAE_53690	586
14504228	449447.MAE_46050	581
14500357	449447.MAE_07310	580
14502015	449447.MAE_23900	567
14504430	449447.MAE_48050	562
14501585	449447.MAE_19600	557
14499647	449447.MAE_00210	556
14503534	449447.MAE_39110	553
14505599	449447.MAE_59730	552
14503162	449447.MAE_35390	547
14502435	449447.MAE_28090	545
14503544	449447.MAE_39210	543
14505836	449447.MAE_62100	542
14504420	449447.MAE_47950	540
14503434	449447.MAE_38110	530
14504192	449447.MAE_45690	528
14500412	449447.MAE_07860	526
14503272	449447.MAE_36490	525
14504879	449447.MAE_52540	510
14505563	449447.MAE_59370	507
14505725	449447.MAE_60990	489
14503940	449447.MAE_43170	489
14504116	449447.MAE_44930	487
14502493	449447.MAE_28670	478
14501974	449447.MAE_23490	476
14500934	449447.MAE_13090	475
14504741	449447.MAE_51160	474
14505368	449447.MAE_57430	470
14501207	449447.MAE_15820	458
14505355	449447.MAE_57300	456
14504156	449447.MAE_45330	448
14503418	449447.MAE_37950	447
14499750	449447.MAE_01240	446
14505625	449447.MAE_59990	443
14505571	449447.MAE_59450	438
14501016	449447.MAE_13910	437
14504631	449447.MAE_50060	437
14500214	449447.MAE_05880	436
14503295	449447.MAE_36720	434
14505820	449447.MAE_61940	433
14503745	449447.MAE_41220	432
14505640	449447.MAE_60140	432
14504249	449447.MAE_46260	431
14503755	449447.MAE_41320	428
14505349	449447.MAE_57240	424
14504248	449447.MAE_46250	418
14501643	449447.MAE_20180	409
14504202	449447.MAE_45790	407
14504220	449447.MAE_45970	395
14505002	449447.MAE_53760	395
14501053	449447.MAE_14280	395
14500956	449447.MAE_13310	394
14502888	449447.MAE_32640	392
14502630	449447.MAE_30060	391
14500333	449447.MAE_07070	391
14505303	449447.MAE_56780	390
14504010	449447.MAE_43870	384
14505365	449447.MAE_57400	381
14502835	449447.MAE_32110	378
14504880	449447.MAE_52550	376
14503713	449447.MAE_40900	374
14505363	449447.MAE_57380	374
14499938	449447.MAE_03120	374
14501982	449447.MAE_23570	372
14500807	449447.MAE_11820	371
14504144	449447.MAE_45210	369
14502862	449447.MAE_32380	365
14504203	449447.MAE_45800	363
14501826	449447.MAE_22010	361
14505351	449447.MAE_57260	355
14504969	449447.MAE_53430	354
14499886	449447.MAE_02600	354
14500812	449447.MAE_11870	350
14500254	449447.MAE_06280	346
14505553	449447.MAE_59270	346
14499916	449447.MAE_02900	346
14500262	449447.MAE_06360	341
14501193	449447.MAE_15680	340
14500361	449447.MAE_07350	336
14501541	449447.MAE_19160	336
14505293	449447.MAE_56680	336
14502018	449447.MAE_23930	335
14500666	449447.MAE_10410	335
14499888	449447.MAE_02620	330
14505269	449447.MAE_56440	325
14501115	449447.MAE_14900	325
14505165	449447.MAE_55400	324
14502867	449447.MAE_32430	324
14503461	449447.MAE_38380	323
14503960	449447.MAE_43370	315
14501795	449447.MAE_21700	310
14502991	449447.MAE_33690	309
14503917	449447.MAE_42940	308
14501792	449447.MAE_21670	307
14504876	449447.MAE_52510	306
14504269	449447.MAE_46460	306
14501197	449447.MAE_15720	304
14504039	449447.MAE_44160	303
14505031	449447.MAE_54050	302
14505359	449447.MAE_57340	297
14501084	449447.MAE_14590	288
14503294	449447.MAE_36710	288
14499835	449447.MAE_02090	287
14502432	449447.MAE_28060	284
14504881	449447.MAE_52560	277
14505832	449447.MAE_62060	276
14505456	449447.MAE_58300	274
14500647	449447.MAE_10220	273
14500663	449447.MAE_10380	273
14500676	449447.MAE_10510	273
14500705	449447.MAE_10800	273
14505440	449447.MAE_58140	273
14500008	449447.MAE_03820	272
14504670	449447.MAE_50450	271
14500754	449447.MAE_11290	271
14501630	449447.MAE_20050	270
14500801	449447.MAE_11760	269
14500449	449447.MAE_08230	269
14502686	449447.MAE_30620	268
14504694	449447.MAE_50690	266
14501904	449447.MAE_22790	262
14505313	449447.MAE_56880	261
14500263	449447.MAE_06370	258
14503900	449447.MAE_42770	257
14502268	449447.MAE_26420	256
14505826	449447.MAE_62000	254
14505581	449447.MAE_59550	254
14504754	449447.MAE_51290	253
14500662	449447.MAE_10370	249
14505036	449447.MAE_54100	248
14501317	449447.MAE_16920	247
14500029	449447.MAE_04030	247
14504537	449447.MAE_49120	246
14504210	449447.MAE_45870	245
14502266	449447.MAE_26400	244
14501466	449447.MAE_18410	242
14500227	449447.MAE_06010	241
14501798	449447.MAE_21730	237
14505353	449447.MAE_57280	237
14503400	449447.MAE_37770	236
14505903	449447.MAE_62780	236
14505658	449447.MAE_60320	234
14501933	449447.MAE_23080	233
14505367	449447.MAE_57420	230
14500034	449447.MAE_04080	229
14502431	449447.MAE_28050	228
14504667	449447.MAE_50420	227
14501284	449447.MAE_16590	225
14499885	449447.MAE_02590	223
14500230	449447.MAE_06040	223
14500755	449447.MAE_11300	222
14505935	449447.MAE_63100	222
14502060	449447.MAE_24350	221
14504021	449447.MAE_43980	221
14503105	449447.MAE_34820	218
14499966	449447.MAE_03400	218
14502606	449447.MAE_29820	216
14503131	449447.MAE_35080	216
14505362	449447.MAE_57370	214
14500149	449447.MAE_05230	213
14504627	449447.MAE_50020	212
14499910	449447.MAE_02840	211
14501478	449447.MAE_18530	210
14504739	449447.MAE_51140	209
14504743	449447.MAE_51180	208
14501464	449447.MAE_18390	207
14505591	449447.MAE_59650	205
14502929	449447.MAE_33070	203
14499671	449447.MAE_00450	203
14501040	449447.MAE_14150	203
14500188	449447.MAE_05620	203
14503983	449447.MAE_43600	198
14503127	449447.MAE_35040	198
14504161	449447.MAE_45380	197
14500485	449447.MAE_08600	197
14505695	449447.MAE_60690	196
14500803	449447.MAE_11780	196
14501162	449447.MAE_15370	196
14505260	449447.MAE_56350	195
14503857	449447.MAE_42340	193
14501337	449447.MAE_17120	193
14503299	449447.MAE_36760	193
14501120	449447.MAE_14950	192
14501815	449447.MAE_21900	189
14503684	449447.MAE_40610	189
14501121	449447.MAE_14960	189
14503282	449447.MAE_36590	188
14505110	449447.MAE_54850	186
14504528	449447.MAE_49030	186
14503368	449447.MAE_37450	186
14502342	449447.MAE_27160	184
14505875	449447.MAE_62490	183
14501186	449447.MAE_15610	183
14503698	449447.MAE_40750	182
14499841	449447.MAE_02150	180
14505568	449447.MAE_59420	180
14504147	449447.MAE_45240	180
14504752	449447.MAE_51270	179
14502138	449447.MAE_25130	178
14504963	449447.MAE_53370	177
14502352	449447.MAE_27260	177
14501503	449447.MAE_18780	177
14501080	449447.MAE_14550	176
14502890	449447.MAE_32660	176
14505064	449447.MAE_54390	176
14502753	449447.MAE_31290	175
14503680	449447.MAE_40570	175
14503763	449447.MAE_41400	174
14500580	449447.MAE_09550	173
14500808	449447.MAE_11830	173
14502530	449447.MAE_29060	172
14499673	449447.MAE_00470	172
14502660	449447.MAE_30360	171
14505810	449447.MAE_61840	170
14501354	449447.MAE_17290	170
14502247	449447.MAE_26210	169
14503232	449447.MAE_36090	168
14500452	449447.MAE_08260	167
14502040	449447.MAE_24150	166
14503652	449447.MAE_40290	165
14505838	449447.MAE_62120	165
14500768	449447.MAE_11430	164
14502469	449447.MAE_28430	164
14503442	449447.MAE_38190	162
14502678	449447.MAE_30540	162
14500764	449447.MAE_11390	161
14504298	449447.MAE_46740	161
14499697	449447.MAE_00710	161
14504325	449447.MAE_47010	161
14503463	449447.MAE_38400	161
14503503	449447.MAE_38800	161
14503988	449447.MAE_43650	161
14505225	449447.MAE_56000	160
14500355	449447.MAE_07290	159
14503126	449447.MAE_35030	159
14504763	449447.MAE_51380	158
14500530	449447.MAE_09050	158
14501957	449447.MAE_23320	157
14505761	449447.MAE_61350	156
14505895	449447.MAE_62690	154
14504250	449447.MAE_46270	154
14503548	449447.MAE_39250	154
14505215	449447.MAE_55900	153
14501232	449447.MAE_16070	153
14504066	449447.MAE_44430	153
14505226	449447.MAE_56010	153
14505168	449447.MAE_55430	151
14502766	449447.MAE_31420	151
14505569	449447.MAE_59430	150
14502255	449447.MAE_26290	149
14503364	449447.MAE_37410	149
14504145	449447.MAE_45220	149
14503860	449447.MAE_42370	149
14502305	449447.MAE_26790	148
14501311	449447.MAE_16860	148
14502254	449447.MAE_26280	148
14504489	449447.MAE_48640	148
14502460	449447.MAE_28340	146
14500939	449447.MAE_13140	146
14505723	449447.MAE_60970	146
14502066	449447.MAE_24410	145
14505317	449447.MAE_56920	145
14499685	449447.MAE_00590	143
14502992	449447.MAE_33700	143
14502798	449447.MAE_31740	143
14505603	449447.MAE_59770	143
14500186	449447.MAE_05600	143
14501555	449447.MAE_19300	141
14502681	449447.MAE_30570	140
14501863	449447.MAE_22380	139
14504906	449447.MAE_52800	139
14504878	449447.MAE_52530	139
14503441	449447.MAE_38180	139
14501090	449447.MAE_14650	138
14500482	449447.MAE_08570	138
14501944	449447.MAE_23190	138
14501468	449447.MAE_18430	138
14500534	449447.MAE_09090	137
14501858	449447.MAE_22330	137
14505011	449447.MAE_53850	137
14500630	449447.MAE_10050	137
14500893	449447.MAE_12680	136
14500991	449447.MAE_13660	135
14501035	449447.MAE_14100	133
14504429	449447.MAE_48040	132
14500750	449447.MAE_11250	131
14501770	449447.MAE_21450	131
14499658	449447.MAE_00320	130
14502742	449447.MAE_31180	128
14499917	449447.MAE_02910	127
14500747	449447.MAE_11220	127
14504209	449447.MAE_45860	126
14501210	449447.MAE_15850	125
14502993	449447.MAE_33710	125
14499696	449447.MAE_00700	122
14505082	449447.MAE_54570	122
14505270	449447.MAE_56450	122
14501240	449447.MAE_16150	122
14504074	449447.MAE_44510	121
14503491	449447.MAE_38680	121
14505548	449447.MAE_59220	120
14500382	449447.MAE_07560	120
14503097	449447.MAE_34740	120
14501600	449447.MAE_19750	119
14505038	449447.MAE_54130	119
14504154	449447.MAE_45310	118
14504112	449447.MAE_44890	118
14501404	449447.MAE_17790	117
14504955	449447.MAE_53290	117
14505750	449447.MAE_61240	117
14503110	449447.MAE_34870	117
14502343	449447.MAE_27170	116
14505438	449447.MAE_58120	116
14500362	449447.MAE_07360	116
14502301	449447.MAE_26750	116
14502169	449447.MAE_25440	115
14501435	449447.MAE_18100	115
14502495	449447.MAE_28690	115
14501522	449447.MAE_18970	114
14501841	449447.MAE_22160	114
14505652	449447.MAE_60260	114
14503901	449447.MAE_42780	114
14500150	449447.MAE_05240	114
14501959	449447.MAE_23340	113
14499722	449447.MAE_00960	113
14500372	449447.MAE_07460	113
14503013	449447.MAE_33900	113
14501175	449447.MAE_15500	112
14505318	449447.MAE_56930	110
14502551	449447.MAE_29270	110
14505183	449447.MAE_55580	110
14504912	449447.MAE_52860	110
14503732	449447.MAE_41090	110
14501368	449447.MAE_17430	109
14501427	449447.MAE_18020	109
14500358	449447.MAE_07320	109
14501047	449447.MAE_14220	108
14502052	449447.MAE_24270	108
14504355	449447.MAE_47300	108
14505782	449447.MAE_61560	108
14502642	449447.MAE_30180	108
14499823	449447.MAE_01970	107
14504018	449447.MAE_43950	107
14502573	449447.MAE_29490	107
14503551	449447.MAE_39280	106
14504887	449447.MAE_52610	106
14503723	449447.MAE_41000	106
14501030	449447.MAE_14050	106
14500963	449447.MAE_13380	106
14505075	449447.MAE_54500	106
14505268	449447.MAE_56430	105
14503600	449447.MAE_39770	105
14501330	449447.MAE_17050	105
14503618	449447.MAE_39950	105
14502841	449447.MAE_32170	104
14505520	449447.MAE_58940	104
14501859	449447.MAE_22340	104
14503801	449447.MAE_41780	103
14502543	449447.MAE_29190	103
14500117	449447.MAE_04910	103
14500825	449447.MAE_12000	103
14502078	449447.MAE_24530	102
14500433	449447.MAE_08070	102
14505357	449447.MAE_57320	102
14505879	449447.MAE_62530	101
14502092	449447.MAE_24670	101
14501434	449447.MAE_18090	101
14505822	449447.MAE_61960	101
14501439	449447.MAE_18140	101
14499887	449447.MAE_02610	100
14501723	449447.MAE_20980	100
14501126	449447.MAE_15010	100
14500604	449447.MAE_09790	100.0
14503598	449447.MAE_39750	99.7
14504272	449447.MAE_46490	99.7
14505896	449447.MAE_62700	99.5
14504964	449447.MAE_53380	98.6
14501403	449447.MAE_17780	98.5
14504267	449447.MAE_46440	98.3
14500050	449447.MAE_04240	97.7
14504823	449447.MAE_51980	96.7
14500398	449447.MAE_07720	96.6
14504897	449447.MAE_52710	96.5
14502817	449447.MAE_31930	96.2
14500392	449447.MAE_07660	96.1
14505794	449447.MAE_61680	96.0
14504143	449447.MAE_45200	95.8
14504648	449447.MAE_50230	95.7
14502616	449447.MAE_29920	95.6
14501703	449447.MAE_20780	95.6
14504304	449447.MAE_46800	95.4
14501093	449447.MAE_14680	95.4
14503753	449447.MAE_41300	95.3
14500316	449447.MAE_06900	95.2
14499877	449447.MAE_02510	95.1
14502792	449447.MAE_31680	95.1
14505745	449447.MAE_61190	95.0
14500233	449447.MAE_06070	94.9
14505029	449447.MAE_54030	94.6
14500989	449447.MAE_13640	94.6
14500226	449447.MAE_06000	94.3
14503883	449447.MAE_42600	94.3
14503608	449447.MAE_39850	93.8
14503226	449447.MAE_36030	93.5
14499817	449447.MAE_01910	93.4
14504086	449447.MAE_44630	93.4
14502769	449447.MAE_31450	93.4
14500820	449447.MAE_11950	92.9
14502758	449447.MAE_31340	92.9
14500112	449447.MAE_04860	92.8
14501828	449447.MAE_22030	92.7
14502536	449447.MAE_29120	92.4
14503152	449447.MAE_35290	92.3
14501480	449447.MAE_18550	92.1
14500402	449447.MAE_07760	92.1
14503620	449447.MAE_39970	91.8
14505380	449447.MAE_57550	91.4
14504970	449447.MAE_53440	91.0
14504661	449447.MAE_50360	90.7
14502629	449447.MAE_30050	90.5
14505748	449447.MAE_61220	90.2
14504794	449447.MAE_51690	90.1
14505526	449447.MAE_59000	90.1
14501513	449447.MAE_18880	89.9
14499695	449447.MAE_00690	89.5
14502653	449447.MAE_30290	89.0
14503989	449447.MAE_43660	89.0
14503228	449447.MAE_36050	88.5
14501187	449447.MAE_15620	87.9
14505158	449447.MAE_55330	87.8
14500574	449447.MAE_09490	87.5
14504900	449447.MAE_52740	87.5
14504905	449447.MAE_52790	87.3
14499924	449447.MAE_02980	87.3
14505492	449447.MAE_58660	87.2
14505163	449447.MAE_55380	87.2
14501364	449447.MAE_17390	86.9
14503722	449447.MAE_40990	86.7
14502866	449447.MAE_32420	86.6
14500454	449447.MAE_08280	85.7
14503395	449447.MAE_37720	85.6
14504025	449447.MAE_44020	85.6
14502203	449447.MAE_25780	85.6
14502824	449447.MAE_32000	85.5
14505728	449447.MAE_61020	85.4
14500610	449447.MAE_09850	85.4
14503742	449447.MAE_41190	85.2
14505650	449447.MAE_60240	85.1
14504292	449447.MAE_46680	84.9
14504671	449447.MAE_50460	84.2
14500243	449447.MAE_06170	84.1
14504554	449447.MAE_49290	83.9
14504732	449447.MAE_51070	83.8
14501485	449447.MAE_18600	83.7
14504938	449447.MAE_53120	83.6
14505518	449447.MAE_58920	83.1
14503716	449447.MAE_40930	82.8
14500428	449447.MAE_08020	82.8
14505218	449447.MAE_55930	82.8
14500660	449447.MAE_10350	82.7
14501441	449447.MAE_18160	82.4
14502517	449447.MAE_28930	81.9
14505305	449447.MAE_56800	81.8
14502608	449447.MAE_29840	81.8
14499822	449447.MAE_01960	81.8
14501597	449447.MAE_19720	81.7
14500296	449447.MAE_06700	81.5
14505511	449447.MAE_58850	81.5
14505564	449447.MAE_59380	81.4
14500737	449447.MAE_11120	81.2
14499659	449447.MAE_00330	81.2
14502146	449447.MAE_25210	81.1
14505423	449447.MAE_57970	81.1
14504550	449447.MAE_49250	81.0
14504894	449447.MAE_52680	80.9
14502827	449447.MAE_32030	80.7
14504000	449447.MAE_43770	80.4
14502269	449447.MAE_26430	80.3
14499933	449447.MAE_03070	80.1
14503504	449447.MAE_38810	80.0
14503891	449447.MAE_42680	80.0
14501523	449447.MAE_18980	79.8
14501194	449447.MAE_15690	79.8
14505907	449447.MAE_62820	79.8
14504212	449447.MAE_45890	79.8
14501506	449447.MAE_18810	79.7
14501100	449447.MAE_14750	79.6
14501148	449447.MAE_15230	79.0
14504486	449447.MAE_48610	78.8
14505364	449447.MAE_57390	78.6
14505271	449447.MAE_56460	78.4
14503485	449447.MAE_38620	78.3
14501074	449447.MAE_14490	78.1
14502751	449447.MAE_31270	77.7
14505085	449447.MAE_54600	77.7
14503997	449447.MAE_43740	77.3
14501181	449447.MAE_15560	77.2
14502633	449447.MAE_30090	77.0
14502614	449447.MAE_29900	76.9
14504665	449447.MAE_50400	76.6
14502786	449447.MAE_31620	76.5
14505230	449447.MAE_56050	76.4
14504001	449447.MAE_43780	76.2
14502860	449447.MAE_32360	76.1
14501256	449447.MAE_16310	75.8
14501041	449447.MAE_14160	75.8
14500299	449447.MAE_06730	75.8
14499759	449447.MAE_01330	75.5
14505077	449447.MAE_54520	74.9
14503665	449447.MAE_40420	74.7
14503897	449447.MAE_42740	74.1
14505785	449447.MAE_61590	74.1
14499703	449447.MAE_00770	74.0
14501182	449447.MAE_15570	73.8
14502319	449447.MAE_26930	73.8
14503257	449447.MAE_36340	73.7
14499691	449447.MAE_00650	73.7
14502257	449447.MAE_26310	73.6
14500990	449447.MAE_13650	73.5
14503003	449447.MAE_33810	73.4
14503388	449447.MAE_37650	73.2
14500304	449447.MAE_06780	73.2
14503873	449447.MAE_42500	73.1
14505276	449447.MAE_56510	72.7
14504705	449447.MAE_50800	72.5
14499757	449447.MAE_01310	72.5
14503574	449447.MAE_39510	72.3
14500840	449447.MAE_12150	72.2
14501938	449447.MAE_23130	72.1
14505857	449447.MAE_62310	71.8
14502996	449447.MAE_33740	71.8
14501894	449447.MAE_22690	71.7
14500938	449447.MAE_13130	71.6
14502397	449447.MAE_27710	71.5
14503342	449447.MAE_37190	71.3
14505030	449447.MAE_54040	71.2
14501897	449447.MAE_22720	71.0
14501319	449447.MAE_16940	71.0
14505753	449447.MAE_61270	70.7
14501817	449447.MAE_21920	70.7
14503454	449447.MAE_38310	70.1
14503941	449447.MAE_43180	70.1
14501223	449447.MAE_15980	69.9
14504185	449447.MAE_45620	69.8
14503437	449447.MAE_38140	69.5
14501578	449447.MAE_19530	69.4
14504351	449447.MAE_47260	69.4
14504564	449447.MAE_49390	69.2
14503513	449447.MAE_38900	69.1
14500658	449447.MAE_10330	69.1
14502011	449447.MAE_23860	68.7
14503422	449447.MAE_37990	68.6
14501874	449447.MAE_22490	68.6
14500982	449447.MAE_13570	68.5
14502443	449447.MAE_28170	68.5
14505149	449447.MAE_55240	68.2
14500819	449447.MAE_11940	68.1
14505746	449447.MAE_61200	68.1
14501165	449447.MAE_15400	67.5
14501097	449447.MAE_14720	67.3
14500833	449447.MAE_12080	67.3
14505242	449447.MAE_56170	67.3
14500834	449447.MAE_12090	67.1
14505644	449447.MAE_60180	67.1
14500765	449447.MAE_11400	67.1
14504401	449447.MAE_47760	67.1
14501329	449447.MAE_17040	67.0
14505119	449447.MAE_54940	67.0
14503432	449447.MAE_38090	66.8
14503907	449447.MAE_42840	66.7
14504012	449447.MAE_43890	66.4
14500467	449447.MAE_08420	66.2
14501179	449447.MAE_15540	66.2
14504218	449447.MAE_45950	65.9
14503305	449447.MAE_36820	65.9
14500217	449447.MAE_05910	65.6
14503681	449447.MAE_40580	65.5
14505250	449447.MAE_56250	65.4
14503324	449447.MAE_37010	65.3
14504053	449447.MAE_44300	65.0
14499908	449447.MAE_02820	65.0
14503809	449447.MAE_41860	65.0
14500486	449447.MAE_08610	64.8
14504090	449447.MAE_44670	64.7
14502167	449447.MAE_25420	64.6
14503023	449447.MAE_34000	64.5
14505821	449447.MAE_61950	64.3
14501749	449447.MAE_21240	64.2
14501166	449447.MAE_15410	64.2
14502584	449447.MAE_29600	64.1
14501461	449447.MAE_18360	64.0
14502220	449447.MAE_25950	63.9
14500244	449447.MAE_06180	63.9
14505893	449447.MAE_62670	63.8
14503163	449447.MAE_35400	63.7
14500602	449447.MAE_09770	63.2
14504595	449447.MAE_49700	63.1
14499669	449447.MAE_00430	63.1
14503579	449447.MAE_39560	63.1
14503516	449447.MAE_38930	62.8
14502999	449447.MAE_33770	62.7
14502757	449447.MAE_31330	62.7
14500923	449447.MAE_12980	62.7
14501358	449447.MAE_17330	62.6
14499858	449447.MAE_02320	62.6
14499919	449447.MAE_02930	62.5
14504646	449447.MAE_50210	62.5
14505366	449447.MAE_57410	62.4
14503448	449447.MAE_38250	62.0
14505348	449447.MAE_57230	61.9
14500823	449447.MAE_11980	61.7
14504364	449447.MAE_47390	61.6
14504559	449447.MAE_49340	61.6
14500271	449447.MAE_06450	61.5
14504862	449447.MAE_52370	61.5
14501954	449447.MAE_23290	61.2
14500835	449447.MAE_12100	61.1
14500148	449447.MAE_05220	61.0
14503825	449447.MAE_42020	61.0
14505083	449447.MAE_54580	60.9
14500590	449447.MAE_09650	60.9
14503147	449447.MAE_35240	60.7
14502421	449447.MAE_27950	60.4
14500759	449447.MAE_11340	60.1
14504833	449447.MAE_52080	60.0
14500771	449447.MAE_11460	59.9
14503381	449447.MAE_37580	59.7
14503382	449447.MAE_37590	59.7
14503383	449447.MAE_37600	59.7
14501015	449447.MAE_13900	59.7
14504353	449447.MAE_47280	59.7
